"crypto","id","usd","usd_24h_change","usd_24h_vol","usd_market_cap","load_date","AVG(s2.score)","row_num","avg_rating"
bitcoin,4134,33520.0,-1.4629479414709379,21058003957.568985,627843419895.097,"2021-07-10 15:00:26",0.476803134411573411480000000000,1,2.71429
bitcoin,4138,33525.0,-1.6756939038969572,21041884409.30855,628581245524.0029,"2021-07-10 15:00:26",0.476803134411573411480000000000,1,2.71429
bitcoin,4142,33535.0,-1.90756131951915,20965460074.983402,628581245524.0029,"2021-07-10 15:00:26",0.476803134411573411480000000000,1,2.71429
bitcoin,4146,33637.0,-1.2121868990331777,20895532390.74399,630952467329.164,"2021-07-10 15:00:26",0.476803134411573411480000000000,1,2.71429
bitcoin,4149,33751.0,-0.6824451263655614,19671579656.694565,633364315990.2804,"2021-07-10 18:27:58",0.478613170298859648231292517007,1,3.4924
bitcoin,4153,33774.0,-0.4850714867919887,19776661928.434246,633286630421.2406,"2021-07-10 18:27:58",0.478613170298859648231292517007,1,3.4924
bitcoin,4160,33810.0,-0.3073822740951281,19765715226.50132,633286630421.2406,"2021-07-10 18:27:58",0.478613170298859648231292517007,1,3.4924
bitcoin,4161,33780.0,-0.44623023429985553,19749995933.822872,633286630421.2406,"2021-07-10 18:27:58",0.478613170298859648231292517007,1,3.4924
bitcoin,4166,33766.0,-0.4874226971581326,19744811278.838882,633243969798.2188,"2021-07-10 18:27:58",0.478613170298859648231292517007,1,3.4924
bitcoin,4170,33751.0,-0.47476801231723226,19735235911.198997,633243969798.2188,"2021-07-10 18:27:58",0.478613170298859648231292517007,1,3.4924
bitcoin,4176,33700.0,-0.5630105202101229,19715557369.430264,631908590368.2207,"2021-07-10 18:27:58",0.478613170298859648231292517007,1,3.4924
bitcoin,4180,33700.0,-0.5630105202101229,19715557369.430264,631908590368.2207,"2021-07-10 19:00:14",0.458331714131843266121495327103,1,3.74419
bitcoin,4181,33694.0,-0.2734987426663384,19374269382.19019,632136168666.8898,"2021-07-10 20:00:15",0.490948388449183093028169014085,1,3.95745
bitcoin,4187,33521.0,-1.0743153378883825,19149262813.82226,628621441156.9827,"2021-07-10 21:00:17",0.482056814958067505588235294118,1,4.44615
bitcoin,4191,33566.0,-0.4727579958491249,19152485646.135174,629471882271.9249,"2021-07-10 22:00:15",0.462297101837865423415730337079,1,4.02041
bitcoin,4193,33678.0,-0.2969081079509566,18813069169.506752,629471882271.9249,"2021-07-10 23:00:15",0.568782587034510119738562091503,1,1.71111
bitcoin,4199,33533.0,-1.0272340313116994,18559044200.000244,629120811790.5446,"2021-07-11 00:00:17",0.484037339617552748688524590164,1,2.62963
bitcoin,4202,33618.0,-0.7309822642998649,18373862816.348446,629754944714.016,"2021-07-11 01:00:15",0.520558649201712542511961722488,1,3.60194
bitcoin,4206,33618.0,-0.7309822642998649,18373862816.348446,629754944714.016,"2021-07-11 02:00:17",0.471481990123667371097560975610,1,2.80769
bitcoin,4210,33803.0,-0.1969019300245647,18402737836.093163,634888343559.2303,"2021-07-11 03:00:17",0.482872462250513607648514851485,1,3.58065
bitcoin,4216,33802.0,0.3002492253319606,18305798502.921482,632826562875.5497,"2021-07-11 04:00:16",0.474417285735790548333333333333,1,2.66667
bitcoin,4219,33830.0,-0.14989994476115168,18106223820.20439,634432334823.7484,"2021-07-11 05:00:16",0.487212934854007005371287128713,1,2.53846
bitcoin,4223,33830.0,-0.14989994476115168,18106223820.20439,634432334823.7484,"2021-07-11 06:00:15",0.459160714307755375765550239234,1,2.95
bitcoin,4227,33830.0,-0.14989994476115168,18106223820.20439,634432334823.7484,"2021-07-11 07:00:15",0.456348138707644730849514563107,1,3.4
bitcoin,4229,34067.0,0.4547730327077618,17914124579.26187,638880307376.1864,"2021-07-11 08:00:15",0.487398729995059753445190156600,1,3.31111
bitcoin,4236,33944.0,0.05408806112775079,17597089729.975945,636970374009.1525,"2021-07-11 09:00:15",0.475176820892136297266514806378,1,3.56
bitcoin,4239,34094.0,-0.02386599626082233,17657223064.454464,639386761137.3136,"2021-07-11 10:00:15",0.468556425212459131295454545455,1,3.63636
bitcoin,4242,34011.0,1.8034752624580412,17063811587.903358,637343346856.4065,"2021-07-11 11:00:15",0.466063539866063234052757793765,1,3.63158
bitcoin,4245,34055.0,1.5861440038008927,16951130904.600122,638765672362.3331,"2021-07-11 12:00:14",0.464418205127996555976470588235,1,3.48889
bitcoin,4252,33951.0,1.3366202140651855,16770234896.23402,637251106087.3529,"2021-07-11 13:00:15",0.490731018498472495837104072398,1,3.19048
bitcoin,4385,33152.0,-3.7997774839183145,21677558941.33352,621744065438.5233,"2021-07-12 16:00:15",0.499300169122165142375565610860,1,3.64789
bitcoin,4394,33197.0,-2.9654360941147733,22007832051.166847,623799178149.4335,"2021-07-12 18:00:14",0.521932848342205291552511415525,1,4.4102
bitcoin,4397,33068.0,-3.2910886161063058,21910080787.22388,620185114271.7617,"2021-07-12 18:00:14",0.521932848342205291552511415525,1,4.4102
bitcoin,4401,33068.0,-3.2910886161063058,21910080787.22388,620185114271.7617,"2021-07-12 18:00:14",0.521932848342205291552511415525,1,4.4102
bitcoin,4405,33052.0,-3.334041036478136,21918454436.046616,620185114271.7617,"2021-07-12 18:00:14",0.521932848342205291552511415525,1,4.4102
bitcoin,4410,33051.0,-3.3371858976889746,21921204124.655506,620185114271.7617,"2021-07-12 18:00:14",0.521932848342205291552511415525,1,4.4102
bitcoin,4413,33059.0,-3.31423741244261,21924516040.462612,620185114271.7617,"2021-07-12 18:00:14",0.521932848342205291552511415525,1,4.4102
bitcoin,4417,33066.0,-3.2933225691051304,21946805266.026924,620185114271.7617,"2021-07-12 18:00:14",0.521932848342205291552511415525,1,4.4102
bitcoin,4423,33245.0,-2.5991585219399096,22162166868.93402,623525370281.9619,"2021-07-12 19:00:14",0.487444425396846997619047619048,1,4.33333
bitcoin,4428,33224.0,-3.1336799324967552,22107910029.00963,623100967004.7318,"2021-07-12 20:00:16",0.505377048945373242409909909910,1,4.06173
bitcoin,4431,33207.0,-4.0315352907203765,21665960143.550114,622794221123.8198,"2021-07-12 21:00:15",0.522758642854862772054176072235,1,4.47253
bitcoin,4436,33216.0,-3.314086727575368,21225610516.244118,622955509970.6492,"2021-07-12 22:00:15",0.510898450445686302737819025522,1,4.18
bitcoin,4438,32891.0,-3.988604332746303,21198318879.516277,616870409995.8322,"2021-07-12 23:00:15",0.497682419283172258918269230769,1,4.25
bitcoin,4443,33103.0,-3.87243679783248,21446762412.58993,620848593674.5686,"2021-07-13 00:00:15",0.517791582206930903741339491917,1,4.55952
bitcoin,4447,33103.0,-3.87243679783248,21446762412.58993,620848593674.5686,"2021-07-13 01:00:15",0.486636466514773484731707317073,1,4.71429
bitcoin,4451,33103.0,-3.87243679783248,21446762412.58993,620848593674.5686,"2021-07-13 02:00:16",0.505159698693450709236276849642,1,4.07692
bitcoin,4456,33327.0,-2.5097320868124426,21381386778.9708,625061559592.8376,"2021-07-13 03:00:14",0.489975956692753065807228915663,1,3.59259
bitcoin,4460,33327.0,-2.5097320868124426,21381386778.9708,625061559592.8376,"2021-07-13 04:00:14",0.495299437429223742380952380952,1,4.39394
bitcoin,4463,33208.0,-1.3019637891270983,20827169994.59677,623315790755.6854,"2021-07-13 05:00:14",0.470635340551212605475638051044,1,4.29231
bitcoin,4467,33208.0,-1.3019637891270983,20827169994.59677,623315790755.6854,"2021-07-13 06:00:14",0.496885775891623400608899297424,1,3.14493
bitcoin,4471,32618.0,-3.002776832382765,21537291078.097797,611128769452.2625,"2021-07-13 07:00:13",0.502773593927993152248243559719,1,3.92537
bitcoin,4475,32618.0,-3.002776832382765,21537291078.097797,611128769452.2625,"2021-07-13 08:00:14",0.508207362819285618285714285714,1,3.92537
bitcoin,4479,32618.0,-3.002776832382765,21537291078.097797,611128769452.2625,"2021-07-13 09:00:15",0.553898393083570259667405764967,1,3.71053
bitcoin,4484,32862.0,-1.1576888825123242,21134186966.025032,615930664027.3328,"2021-07-13 10:00:15",0.523042906623288803879518072289,1,4.0
bitcoin,4487,32837.0,-1.022911422664826,21005013568.549473,615798144338.3293,"2021-07-13 11:00:15",0.486662332986143025154394299287,1,2.8
bitcoin,4491,32556.0,-1.6653574916523246,20735124619.076702,610598417297.3665,"2021-07-13 12:00:14",0.470417040483196183762376237624,1,3.0
bitcoin,4495,32401.0,-1.4135381551109572,20472812636.770782,607702580037.9799,"2021-07-13 13:00:14",0.486959539521905713358395989975,1,3.14286
bitcoin,4499,32401.0,-1.4135381551109572,20472812636.770782,607702580037.9799,"2021-07-13 14:00:14",0.468540788817226437869674185464,1,3.7381
bitcoin,4503,32401.0,-1.4135381551109572,20472812636.770782,607702580037.9799,"2021-07-13 15:00:15",0.466905666146301414927536231884,1,3.4
bitcoin,4507,32557.0,-1.7966093319876142,19899713573.263134,610631839227.959,"2021-07-13 16:00:14",0.472627765277093984398034398034,1,3.29787
bitcoin,4510,32712.0,-1.6510500271706985,19919069624.678066,613002045101.37,"2021-07-13 17:00:14",0.477214205496592029197994987469,1,3.35294
bitcoin,4513,32511.0,-2.0677817724283516,19618665135.061306,610615033229.5726,"2021-07-13 18:00:15",0.485210029995820339266503667482,1,3.14815
bitcoin,4517,32511.0,-2.0677817724283516,19618665135.061306,610615033229.5726,"2021-07-13 19:00:15",0.475799726067687110647482014388,1,4.33333
bitcoin,4523,32610.0,-1.763134446160209,20140065579.318718,611626558705.6246,"2021-07-13 20:00:15",0.471091631321872407578692493947,1,4.02857
bitcoin,4527,31887.0,-3.976590347978084,20226737870.17511,598248404624.2854,"2021-07-13 21:00:14",0.482331184639061666978417266187,1,3.18182
bitcoin,4531,32020.0,-3.6126093087128637,21009793967.75331,600553412319.0061,"2021-07-13 22:00:14",0.473400156969992104832214765101,1,2.72549
bitcoin,4534,31894.0,-3.031668344210132,20966457453.588734,598197649593.2688,"2021-07-13 23:00:14",0.484429553290069242331002331002,1,3.69231
bitcoin,4538,32013.0,-3.237270159254123,21165388119.248055,599643372589.2417,"2021-07-14 00:00:14",0.449943414756229945302663438257,1,3.25
bitcoin,4542,32029.0,-3.6265196011853638,21041392431.79593,601172227216.6489,"2021-07-14 01:00:14",0.493893841630779205494791666667,1,2.72152
bitcoin,4546,31856.0,-4.3554761701139615,21024845430.842896,597496496919.0043,"2021-07-14 02:00:14",0.462193219876039057244094488189,1,2.84615
bitcoin,4549,32398.0,-2.823501275287867,21977154003.735245,607653096373.2723,"2021-07-14 03:00:15",0.459017229164043047416879795396,1,2.51351
bitcoin,4556,32547.0,-1.9074857119838429,22813512557.549446,610446804767.8978,"2021-07-14 04:00:15",0.501588849904309256382428940568,1,1.69333
bitcoin,4557,32493.0,-2.1598576938295,22428833544.213642,610728437523.7756,"2021-07-14 05:00:16",0.480688864143588876759493670886,1,2.33333
bitcoin,4561,32493.0,-2.1598576938295,22428833544.213642,610728437523.7756,"2021-07-14 06:00:15",0.448693068183430252200488997555,1,3.22222
bitcoin,4565,32493.0,-2.1598576938295,22428833544.213642,610728437523.7756,"2021-07-14 07:00:15",0.446034938427321430246305418719,1,3.14634
bitcoin,4571,32924.0,0.9515434172202633,22645974034.275024,617291017982.5587,"2021-07-14 08:00:15",0.488698767507495586557788944724,1,2.44828
bitcoin,4575,32924.0,0.9515434172202633,22645974034.275024,617291017982.5587,"2021-07-14 09:00:15",0.456981182098388674081632653061,1,3.11765
bitcoin,4579,32924.0,0.9515434172202633,22645974034.275024,617291017982.5587,"2021-07-14 10:00:15",0.465472735752518050797101449275,1,2.26316
bitcoin,4583,32924.0,0.9515434172202633,22645974034.275024,617291017982.5587,"2021-07-14 11:00:15",0.500680117756464680361173814898,1,3.10526
bitcoin,4587,32924.0,0.9515434172202633,22645974034.275024,617291017982.5587,"2021-07-14 12:00:15",0.475550937877639754118993135011,1,2.92
bitcoin,4591,32956.0,1.7307983454977651,22348957804.03453,616532569045.072,"2021-07-14 13:00:14",0.468814403033600403461538461538,1,2.29032
bitcoin,4595,32956.0,1.7307983454977651,22348957804.03453,616532569045.072,"2021-07-14 14:00:15",0.467265780067738193259259259259,1,2.88889
bitcoin,4599,32956.0,1.7307983454977651,22348957804.03453,616532569045.072,"2021-07-14 15:00:15",0.475292036513904314871794871795,1,3.04878
bitcoin,4602,33094.0,1.5994414753960975,22190832701.17675,620730433088.4579,"2021-07-14 16:00:15",0.468699501871497713104265402844,1,3.0
bitcoin,4608,32879.0,0.45703401211058226,21779069066.445965,616691143979.958,"2021-07-14 17:00:15",0.465733646833841952958715596330,1,1.78873
bitcoin,4612,33099.0,1.8084979354349118,21854617168.96773,620821871453.703,"2021-07-14 18:00:15",0.512051635967181609662162162162,1,1.90909
bitcoin,4614,32893.0,1.1146183360025748,21103282196.914955,616955534952.2603,"2021-07-14 19:00:15",0.486442764716170659626168224299,1,1.64
bitcoin,4617,32776.0,0.4725874737004866,21311571738.954002,615978750664.8455,"2021-07-14 20:00:16",0.511934482817695142470308788599,1,1.42667
bitcoin,4621,32815.0,2.703967108236526,20820638839.39698,615697778798.4279,"2021-07-14 21:00:15",0.481477688036054511314553990610,1,2.42857
bitcoin,4627,32734.0,2.230837789994572,20833906000.65657,613984140707.6014,"2021-07-14 22:00:14",0.462778090927246458153153153153,1,2.875
bitcoin,4631,32663.0,2.4119505569952477,20529900261.31335,612904895818.7173,"2021-07-14 23:00:16",0.453184425358365220951219512195,1,2.07692
bitcoin,4634,32637.0,2.0416048514906247,20364085710.506577,612383428446.854,"2021-07-15 00:00:15",0.472960895347979761820276497696,1,4.04
bitcoin,4638,32637.0,2.0416048514906247,20364085710.506577,612383428446.854,"2021-07-15 01:00:15",0.478170605231646016090225563910,1,3.5
bitcoin,4643,32510.0,2.0522948179450475,20104496099.030655,609328361966.4788,"2021-07-15 02:00:16",0.499289960496955449903381642512,1,2.64384
bitcoin,4647,32510.0,2.0522948179450475,20104496099.030655,609328361966.4788,"2021-07-15 03:00:15",0.456405866873149137391304347826,1,3.25
bitcoin,4651,32510.0,2.0522948179450475,20104496099.030655,609328361966.4788,"2021-07-15 04:00:15",0.487560301733245665299760191847,1,2.92593
bitcoin,4655,32052.0,-1.356025142381802,19760452541.081234,601474661586.2064,"2021-07-15 05:00:14",0.458019032185288204248210023866,1,3.63415
bitcoin,4659,31900.0,-1.6300525772702203,20106219559.31559,598097709702.8201,"2021-07-15 06:00:15",0.462162502683126010985576923077,1,3.32558
bitcoin,4663,31900.0,-1.6300525772702203,20106219559.31559,598097709702.8201,"2021-07-15 07:00:17",0.464099242316529780559284116331,1,3.6087
bitcoin,4666,31952.0,-2.9527048788522188,20151343131.808525,599249437856.8539,"2021-07-15 08:00:15",0.470121685575925557081339712919,1,2.61538
bitcoin,4670,31952.0,-2.9527048788522188,20151343131.808525,599249437856.8539,"2021-07-15 09:00:15",0.481870752498713886703601108033,1,3.375
bitcoin,4675,31728.0,-3.6731013334633666,20265117565.71159,595123959360.419,"2021-07-15 10:00:14",0.486726712417311781439024390244,1,4.21951
bitcoin,4678,31373.0,-4.830311030249188,20883201833.18275,588077713608.5365,"2021-07-15 11:00:14",0.493096222981737163866995073892,1,4.11111
bitcoin,4684,31578.0,-3.760675679516011,21052981866.439995,592333437187.5142,"2021-07-15 12:00:14",0.478271012049898239847328244275,1,3.11111
bitcoin,4687,31677.0,-3.8587057006710874,21148601037.652863,594167417971.257,"2021-07-15 13:00:15",0.473052028621652443177339901478,1,3.14634
bitcoin,4689,31837.0,-3.280878487123694,21435744439.535744,596821603694.2527,"2021-07-15 14:00:14",0.435229931988626578450704225352,1,4.0
bitcoin,4695,31896.0,-3.262135904311838,21574872480.791832,597106146538.0913,"2021-07-15 15:00:14",0.456626633754233466879606879607,1,2.77778
bitcoin,4699,31896.0,-3.262135904311838,21574872480.791832,597106146538.0913,"2021-07-15 16:00:14",0.456694301400406685931372549020,1,2.69697
bitcoin,4703,31726.0,-3.5605866252330434,21557729227.284348,595342431373.8641,"2021-07-15 17:00:15",0.469769024570878040717703349282,1,2.55556
bitcoin,4707,31726.0,-3.5605866252330434,21557729227.284348,595342431373.8641,"2021-07-15 18:00:15",0.460958724539904367023809523810,1,2.7561
bitcoin,4709,31947.0,-2.891032942863004,22426420332.295067,599042897799.35,"2021-07-15 19:00:16",0.468343462666560860738916256158,1,2.86667
bitcoin,4716,32035.0,-2.261330214083375,23178661992.396477,600195607973.4034,"2021-07-15 20:00:15",0.460894823977441493916083916084,1,3.66667
bitcoin,4720,32035.0,-2.261330214083375,23178661992.396477,600195607973.4034,"2021-07-15 21:00:15",0.474490813488592633854875283447,1,4.13725
bitcoin,4724,32022.0,-2.209041526971015,23587377433.88287,600655705788.3124,"2021-07-15 22:00:15",0.449875123621452420642857142857,1,4.09677
bitcoin,4728,31871.0,-2.4325337339909168,23778754667.08347,597821286822.8036,"2021-07-15 23:00:15",0.438138555717177505048780487805,1,4.2
bitcoin,4732,31673.0,-2.953285721296277,23791981482.60265,593803820762.958,"2021-07-16 00:00:15",0.438479578458681337170731707317,1,3.28571
bitcoin,4736,31673.0,-2.953285721296277,23791981482.60265,593803820762.958,"2021-07-16 01:00:14",0.468355120318691904121951219512,1,2.84615
bitcoin,4739,31462.0,-3.1114405395688935,24101077807.685467,590753293105.9893,"2021-07-16 02:00:15",0.415201981241504350370370370370,1,2.94286
bitcoin,4744,31460.0,-3.539838503653646,24195400654.942318,590125288593.8986,"2021-07-16 03:00:15",0.441601856123833426119047619048,1,2.56098
bitcoin,4748,31375.0,-1.6085768411371504,23899526897.12649,588208075659.663,"2021-07-16 04:00:15",0.429457956444786255638554216867,1,3.21429
bitcoin,4752,31375.0,-1.6085768411371504,23899526897.12649,588208075659.663,"2021-07-16 05:00:15",0.548684137948981028167053364269,1,4.3871
bitcoin,4756,31597.0,-0.7282655451113708,24095127088.565678,592690263668.3048,"2021-07-16 06:00:14",0.439252077421145656194029850746,1,3.4
bitcoin,4757,31851.0,-0.4209234710983045,24334084651.30845,597792820303.4385,"2021-07-16 07:00:14",0.480864721895107684740566037736,1,3.8
bitcoin,4763,31920.0,0.012956939547508614,24253866445.55979,598464389959.9498,"2021-07-16 08:00:14",0.470095495566484836397228637413,1,2.96491
bitcoin,4768,32197.0,1.1761283089956596,24852205061.60089,603898487185.5553,"2021-07-16 09:00:14",0.566673732364656537420718816068,1,2.77778
bitcoin,4772,32044.0,1.0394796589398902,24852947788.65815,601921219193.3947,"2021-07-16 10:00:14",0.489126186748252849556074766355,1,3.52174
bitcoin,4776,32044.0,1.0394796589398902,24852947788.65815,601921219193.3947,"2021-07-16 11:00:14",0.490172089292452883403263403263,1,3.85714
bitcoin,4780,31980.0,1.2703869170060649,22935294259.575317,599879636629.568,"2021-07-16 12:00:15",0.489127378945595748574766355140,1,3.86207
bitcoin,4783,31896.0,0.5699834470293985,22623893622.705837,598313877178.1797,"2021-07-16 13:00:15",0.476084934758409012547169811321,1,3.69767
bitcoin,4787,31896.0,0.5699834470293985,22623893622.705837,598313877178.1797,"2021-07-16 14:00:15",0.474547761479062897057416267943,1,3.81081
bitcoin,4791,31809.0,-0.24942865939240896,22738497430.816193,597000233217.5238,"2021-07-16 15:00:13",0.478621505776753173454106280193,1,3.37838
bitcoin,4795,31809.0,-0.24942865939240896,22738497430.816193,597000233217.5238,"2021-07-16 16:00:14",0.498156586296621880048426150121,1,2.93333
bitcoin,4799,31809.0,-0.24942865939240896,22738497430.816193,597000233217.5238,"2021-07-16 17:00:14",0.486399425189179110746987951807,1,3.45833
bitcoin,4803,31600.0,-0.1320263484161525,22805921711.77554,590062205168.2311,"2021-07-16 18:00:15",0.475471156055019014261904761905,1,3.10526
bitcoin,4806,31340.0,-1.7748316842873284,22289212967.297585,587875653560.2977,"2021-07-16 19:00:15",0.497310336866824744916067146283,1,2.85714
bitcoin,4809,31376.0,-2.056977332399935,21839183070.850067,589759433793.0076,"2021-07-16 20:00:15",0.486575915849824465610328638498,1,3.92308
bitcoin,4814,31361.0,-2.0456912606516378,21596151098.415543,588296565877.4742,"2021-07-16 21:00:15",0.470377481277124867176165803109,1,3.51852
bitcoin,4820,31456.0,-1.7702271014966848,21462261162.201344,590063432050.096,"2021-07-16 22:00:15",0.473630633964700603834951456311,1,3.5
bitcoin,4823,31501.0,-1.154060142715573,21325259931.700363,590063432050.096,"2021-07-16 23:00:15",0.463785296065385260239234449761,1,3.2
bitcoin,4828,31603.0,-0.22036623249500112,21253652434.25935,591814752912.5853,"2021-07-17 00:00:14",0.510415912403162645036674816626,1,2.33333
